Steps,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss
3401137,0.99944705,9.996601e-07,5.0,0.020603972,0.0025563848,4.3693508e-05,0.5551336341242858,0.07312949399395924,0.0,0.5551336328867909,2932.233333333333,0.00014425759,0.025779456,0.0012379523,0.04049214,0.042286314,0.010543505,0.9903575,0.0
3402136,0.99944913,9.9966e-07,5.0,0.024832819,0.0026049297,2.6519892e-05,0.7514962136540271,0.07968428388528992,0.0,0.751496212554712,3230.68,0.000117536874,0.022439878,0.0012243291,0.043976694,0.04101198,0.010703409,0.99184465,0.0
3403136,0.99944043,9.9966e-07,5.0,0.019736467,0.002560612,9.9047775e-06,0.5287868340026416,0.07937363530453738,0.0,0.5287868360645458,3151.2380952380954,0.00013063218,0.024191696,0.0012008242,0.042063262,0.04972957,0.01271083,0.9942157,0.0
3404136,0.99943346,9.996597e-07,5.0,0.019241108,0.0024415634,-4.2284605e-06,0.5734403876646995,0.07687896585516032,0.0,0.5734403866058048,3000.0714285714284,0.00013564635,0.024664747,0.0011315321,0.037239708,0.039605986,0.010349756,0.99131244,0.0
3405136,0.99942315,9.996595e-07,5.0,0.014082803,0.0023316236,3.9846964e-05,0.5275590924023467,0.07785929442269705,0.0,0.5275590867295618,3026.4285714285716,7.929693e-05,0.024161056,0.0011390997,0.036868565,0.065020755,0.0131863365,0.98488533,0.0
3406137,0.99942476,9.996593e-07,5.0,0.014239911,0.0023330604,2.0067813e-05,0.3462273792315682,0.06885679776605684,0.0,0.3462273807906668,2750.48,0.00012589592,0.023780178,0.0011491528,0.03559513,0.057604037,0.0155095775,0.99172133,0.0
3407136,0.9994254,9.996593e-07,5.0,0.017376624,0.002334972,-5.0233208e-05,0.49523421060355477,0.07395539414630128,0.0,0.4952342149738035,2994.423076923077,0.00011094278,0.022518802,0.0011211808,0.03539897,0.055945184,0.012673223,0.9875688,0.0
3408136,0.9994267,9.996593e-07,5.0,0.0152456295,0.002443802,-1.01998285e-05,0.29230630220734255,0.06972308795749475,0.0,0.2923063060358328,2785.4285714285716,0.00020823139,0.023829471,0.0011908229,0.037353814,0.0459035,0.010323833,0.98676515,0.0
3409136,0.9994293,9.996592e-07,5.0,0.01817577,0.0024287296,3.0337189e-05,0.6463196801706335,0.08076421072249874,0.0,0.6463196732623456,3468.576923076923,0.000109047054,0.025273591,0.0011544804,0.037990384,0.03725031,0.009629388,0.9945936,0.0
3410136,0.99942356,9.996592e-07,5.0,0.015812188,0.0023277367,2.5380557e-05,0.542489140121451,0.07533543953563228,0.0,0.5424891387295754,3065.8695652173915,8.864384e-05,0.026249958,0.0011426804,0.03610075,0.05859573,0.01220509,0.99273527,0.0
3411136,0.9994197,9.99659e-07,5.0,0.010501814,0.0022621702,6.957624e-05,0.16244633424851243,0.06844061449848358,0.0,0.16244633018612123,2738.8260869565215,0.00023484281,0.023258006,0.0011090925,0.037261896,0.04237671,0.01104187,0.991566,0.0
3412136,0.9994219,9.996587e-07,5.0,0.017451514,0.002545523,5.610398e-05,0.44196396663596715,0.06894108863161819,0.0,0.4419639645273371,2829.34375,0.00013796806,0.024022596,0.0012715909,0.041010216,0.0482686,0.010610383,0.9904662,0.0
3413136,0.99942887,9.996586e-07,5.0,0.015359001,0.002386776,-4.508997e-05,0.4597664598051644,0.07111281455554827,0.0,0.4597664567299957,3029.6666666666665,8.036598e-05,0.02248941,0.0011047197,0.037273537,0.051005866,0.013276378,0.98691934,0.0
3414136,0.99942666,9.996586e-07,5.0,0.009658324,0.0022772679,1.8946315e-05,0.26218961370823307,0.07945483358271303,0.0,0.26218962113870636,3510.55,0.00019434502,0.022355879,0.0010636209,0.034408122,0.052336145,0.010315753,0.98772794,0.0
3415137,0.99943084,9.996585e-07,5.0,0.013515418,0.0024146265,-2.186537e-06,0.4725434477130485,0.07471267175787943,0.0,0.47254344405410764,3215.035714285714,0.00021720101,0.025002614,0.001216774,0.03628061,0.04902277,0.0084924,0.9867532,0.0
3416136,0.9994329,9.996585e-07,5.0,0.010215539,0.0025873121,-4.6291665e-05,0.34423801423872646,0.06873523523077332,0.0,0.3442380191409468,2674.076923076923,0.00020848651,0.022544425,0.0012818363,0.038327776,0.046250112,0.00940992,0.99007845,0.0
3417137,0.99943626,9.996584e-07,5.0,0.017671272,0.0027266904,1.0318165e-05,0.4371105954838573,0.0762497217548554,0.0,0.4371105894757995,3122.3333333333335,0.00020374889,0.025083756,0.001273098,0.04004305,0.040697984,0.010499609,0.9925008,0.0
3418136,0.9994321,9.996583e-07,5.0,0.014964862,0.0025437512,4.3639193e-05,0.4258344610734639,0.07765057443915187,0.0,0.4258344594215063,3258.9583333333335,0.00015405411,0.02522368,0.001094837,0.03752467,0.04529041,0.010302124,0.9881052,0.0
3419136,0.99943644,9.996583e-07,5.0,0.012697132,0.0022368613,4.2900752e-05,0.3907282051427501,0.06985940791628309,0.0,0.39072820608427017,2853.75,0.00020858036,0.023180518,0.0010548631,0.03548105,0.07031844,0.01586407,0.9874493,0.0
3420137,0.9994378,9.996581e-07,5.0,0.013099126,0.0023437708,2.6456028e-05,0.27636099509550993,0.07047635919567526,0.0,0.27636099565614364,2867.814814814815,0.00022478847,0.024720512,0.0012303786,0.03836508,0.08554903,0.019067321,0.9895267,0.0
3421137,0.9994305,9.996581e-07,5.0,0.011830683,0.0024938614,-3.723196e-05,0.28468532835485705,0.07207023404506882,0.0,0.2846853234176787,2902.3636363636365,0.00027864915,0.025625343,0.0012840217,0.037494864,0.05441498,0.018411025,0.9882721,0.0
3422136,0.99942154,9.996579e-07,5.0,0.012229322,0.0026463338,-6.393312e-05,0.37060329399090125,0.070101124443075,0.0,0.37060329103731554,2831.9583333333335,0.00019970315,0.024523225,0.001287636,0.037774313,0.04720678,0.0129902605,0.9909959,0.0
3423136,0.99942136,9.996577e-07,5.0,0.017218307,0.002592379,-1.9126619e-05,0.40016046901022806,0.08007638197918625,0.0,0.4001604668684972,3215.0434782608695,0.00010738719,0.025131557,0.0011809146,0.037423402,0.05339746,0.013885388,0.99189067,0.0
3424136,0.999425,9.996576e-07,5.0,0.014356119,0.002574761,3.5576442e-05,0.4164176500548988,0.07615279970869543,0.0,0.4164176488021108,3065.740740740741,0.00014089166,0.025653776,0.0012097767,0.03885113,0.036348794,0.010041236,0.99330986,0.0
3425136,0.99943024,9.996576e-07,5.0,0.012468572,0.0024134878,5.3185493e-05,0.11574226917845307,0.07073213252361812,0.0,0.11574227531481629,2853.0555555555557,0.0001439692,0.02487503,0.0010887765,0.036573708,0.04093817,0.010147483,0.99082863,0.0
3426136,0.9994401,9.996575e-07,5.0,0.0063990164,0.002369006,-2.4838615e-05,0.11506946612832414,0.06974823189827067,0.0,0.11506946332761928,2732.8275862068967,0.00030482165,0.022543564,0.001130994,0.038843237,0.037723295,0.00997535,0.9902997,0.0
3427137,0.999448,9.996575e-07,5.0,0.013277474,0.0024247956,7.9009544e-05,0.33719862171818493,0.07019278265188741,0.0,0.3371986236928039,2863.925925925926,0.0001815112,0.022143133,0.0012175607,0.039681762,0.03398882,0.009822755,0.9934437,0.0
3428137,0.9994381,9.996575e-07,5.0,0.016494673,0.0026206658,6.409343e-05,0.465769884357052,0.07229960687945071,0.0,0.4657698848918545,2938.3076923076924,0.00019507707,0.022178693,0.0012785357,0.039172567,0.031373773,0.00763655,0.993153,0.0
3429136,0.999437,9.996573e-07,5.0,0.021692535,0.0025431858,-1.7482215e-06,0.4256196184111515,0.07650807508851416,0.0,0.42561961567186885,3182.4193548387098,0.00011964786,0.024836546,0.0011781525,0.04051718,0.109148465,0.012621029,0.97660595,0.0
3430136,0.9994385,9.996571e-07,5.0,0.018269522,0.0024156752,-3.0766736e-05,0.5391076089691288,0.07493776138828791,0.0,0.5391076082603957,3187.0,0.00011399627,0.024207652,0.001118663,0.04049121,0.07284083,0.014937892,0.98642516,0.0
3431136,0.9994399,9.996568e-07,5.0,0.0051457356,0.0022459798,-1.8908604e-05,0.032891212624963376,0.05972936201724224,0.0,0.03289121143260052,2383.64,0.00022354943,0.022587607,0.0010007005,0.03178544,0.09896528,0.01367241,0.97763145,0.0
3432136,0.99944264,9.996568e-07,5.0,0.013952549,0.0022894214,2.6920878e-05,0.5208613466574106,0.07466924407991529,0.0,0.5208613461637491,3101.222222222222,9.3296156e-05,0.021860067,0.0011234515,0.036644198,0.07076332,0.019148925,0.9872619,0.0
3433136,0.9994482,9.996567e-07,5.0,0.017158514,0.0024541833,4.004694e-05,0.3911485513850721,0.06779800820140736,0.0,0.3911485597185146,2729.9375,0.00023382256,0.024292719,0.0012417248,0.041202113,0.05888356,0.015209947,0.98865,0.0
3434136,0.9994459,9.996565e-07,5.0,0.015832186,0.0024199015,1.7849196e-05,0.41807192402638277,0.07988561371110756,0.0,0.4180719192727428,3437.576923076923,0.00011915165,0.02410951,0.0011676502,0.03910375,0.046188317,0.013247899,0.9929161,0.0
3435137,0.999455,9.996565e-07,5.0,0.012741964,0.0023312762,1.8179713e-05,0.29510217406580824,0.06667871832178207,0.0,0.2951021737388611,2698.75,0.00010407677,0.024731744,0.0010886391,0.0357816,0.037794814,0.009876298,0.99273956,0.0
3436137,0.99944997,9.996565e-07,5.0,0.019090094,0.0024434163,3.0352545e-05,0.44074744872269267,0.07043757952914316,0.0,0.44074744929878024,2949.896551724138,0.00014411572,0.02149224,0.0011803409,0.04051726,0.08409276,0.017345613,0.99372166,0.0
3437136,0.999456,9.996565e-07,5.0,0.018882709,0.002313243,9.080343e-06,0.7431071820758208,0.0739275715766578,0.0,0.7431071803371785,3058.9444444444443,9.2624425e-05,0.024276765,0.0011163694,0.03668487,0.05058661,0.01774887,0.9900298,0.0
3438136,0.9994452,9.996564e-07,5.0,0.027963344,0.0024707022,2.5576315e-05,0.7417604856466434,0.08066920939516942,0.0,0.7417604871581607,3378.4285714285716,5.4562846e-05,0.021864891,0.0012317303,0.040180355,0.04564312,0.012585165,0.99301744,0.0
3439136,0.9994465,9.996563e-07,5.0,0.021959608,0.002385164,7.988951e-06,0.6025273173678546,0.07580792438635729,0.0,0.6025273228764951,3142.1363636363635,6.509614e-05,0.023307253,0.0011391944,0.037459426,0.03278109,0.008838074,0.9926085,0.0
3440137,0.99945134,9.996563e-07,5.0,0.011170459,0.0022518833,-3.9782397e-05,0.39069242203434196,0.06968439811052204,0.0,0.39069242457591197,2905.409090909091,0.00012741514,0.025002662,0.0010552173,0.033859868,0.029732555,0.0090833455,0.99384725,0.0
3441137,0.99944985,9.996558e-07,5.0,0.01273935,0.0022138532,4.755465e-07,0.47304552722789595,0.07540651549303827,0.0,0.4730455239161986,3152.9444444444443,6.790166e-05,0.02338507,0.0010845568,0.03403903,0.027114611,0.008035393,0.9951105,0.0
3442136,0.99944085,9.996558e-07,5.0,0.022177313,0.0023552922,-6.6650223e-06,0.7523693261583604,0.0765229049874405,0.0,0.752369326507915,3229.722222222222,8.751929e-05,0.02519016,0.0012070551,0.039687566,0.03933958,0.009117589,0.99251974,0.0
3443136,0.99943703,9.996558e-07,5.0,0.025387002,0.002573856,-3.8348103e-06,0.5885279593918137,0.07955513476542453,0.0,0.5885279621804889,3309.967741935484,0.00014599126,0.021826345,0.0013355612,0.04269626,0.030892873,0.0099318195,0.9945216,0.0
3444136,0.99944174,9.996555e-07,5.0,0.014784236,0.0024508631,3.2487733e-06,0.2803623900643008,0.0732949331711727,0.0,0.2803623876922321,2901.846153846154,0.00017369559,0.024022486,0.0011901085,0.039443366,0.047847852,0.008774437,0.9910927,0.0
3445137,0.9994463,9.996555e-07,5.0,0.015330481,0.0025511389,4.9718947e-05,0.4782176282101136,0.07565699978091288,0.0,0.47821762555715397,3070.24,0.00015522723,0.023969876,0.001213293,0.039786387,0.045619838,0.012570996,0.9925483,0.0
3446136,0.99943596,9.996555e-07,5.0,0.021326052,0.0026649835,-5.0084087e-05,0.6181686744330364,0.08150989585256492,0.0,0.6181686745996542,3361.970588235294,8.0695885e-05,0.023963636,0.0012234501,0.039679028,0.033373225,0.010835603,0.9955076,0.0
3447137,0.99943125,9.996554e-07,5.0,0.027754657,0.0027102395,-2.9326355e-05,0.7075936529425799,0.08733138432555655,0.0,0.7075936504845649,3695.3793103448274,0.00010613121,0.023355547,0.0013584186,0.043978997,0.05159211,0.013009199,0.99147475,0.0
3448136,0.99942565,9.996553e-07,5.0,0.025770886,0.002656296,-2.5930087e-05,0.565006413391302,0.07521625315939673,0.0,0.5650064089223947,3077.375,0.00017711363,0.023473665,0.0012306204,0.04227348,0.045961767,0.0115900785,0.99028146,0.0
3449137,0.9994267,9.99655e-07,5.0,0.01765031,0.002505051,1.9983276e-05,0.40044478903737085,0.0758796018449959,0.0,0.4004447947852151,3017.2758620689656,0.00017222976,0.022078194,0.0011749789,0.041308023,0.058347248,0.011861863,0.9906101,0.0
3450136,0.99942815,9.99655e-07,5.0,0.015126493,0.0023977298,1.1908676e-06,0.423499834708699,0.07717641470454899,0.0,0.42349983306810807,3092.464285714286,0.00020035432,0.02522248,0.0011217492,0.036559276,0.044574443,0.011903533,0.9881174,0.0
3451136,0.99942225,9.996548e-07,5.0,0.008736563,0.0023935658,-3.7728845e-05,0.2658231535980728,0.0737341903707905,0.0,0.2658231523452298,2963.2916666666665,0.00015387437,0.025502976,0.0010966809,0.03579256,0.036253326,0.010027311,0.99203366,0.0
3452136,0.99941844,9.996548e-07,5.0,0.009875359,0.0022832684,4.239567e-05,0.2400141830168852,0.0723703507626649,0.0,0.2400141857030737,2866.1388888888887,0.00023089342,0.024568401,0.0011222605,0.03465368,0.040681295,0.009642411,0.9921774,0.0
3453136,0.9994216,9.996547e-07,5.0,0.004960068,0.0023433308,1.4167314e-05,0.30717318657813547,0.06166213235054682,0.0,0.3071731852876139,2556.777777777778,0.00022296407,0.023394879,0.0011313658,0.038432736,0.053054437,0.012845407,0.9949215,0.0
3454136,0.99943024,9.996546e-07,5.0,0.011014727,0.00232868,-5.8663856e-05,0.4894576593072998,0.07296403260406806,0.0,0.4894576647549528,3002.45,0.00017044618,0.02475561,0.0011127866,0.038167536,0.06754064,0.009471352,0.98271704,0.0
3455136,0.9994313,9.996546e-07,5.0,0.012232918,0.0023244845,2.3250195e-05,0.42918965647322693,0.07497321176621578,0.0,0.42918965850545615,2988.8333333333335,0.00019763061,0.022382965,0.0012097772,0.03853249,0.05848798,0.011874384,0.99047345,0.0
3456136,0.99944067,9.996545e-07,5.0,0.01877484,0.0025726615,3.1992422e-05,0.6412053139086454,0.077381266614171,0.0,0.6412053099362932,3182.6315789473683,0.00010702624,0.022409786,0.0012791047,0.04050356,0.059608243,0.015654188,0.99093175,0.0
3457137,0.99944,9.996545e-07,5.0,0.021844346,0.0026169145,-6.5451894e-07,0.5772797127602098,0.07789889419451355,0.0,0.5772797172752233,3224.2,9.7813296e-05,0.022972926,0.001190197,0.040125277,0.043285616,0.0093455855,0.9935931,0.0
3458137,0.9994417,9.996544e-07,5.0,0.015554162,0.002467943,-4.229429e-05,0.41157305454515153,0.08098724658600986,0.0,0.41157304864914224,3333.16,0.00012084032,0.024875117,0.0012115308,0.037320677,0.04584365,0.012102826,0.9876977,0.0
3459137,0.9994438,9.996539e-07,5.0,0.010001945,0.0024550005,-6.1214516e-05,0.24486939139611563,0.065939944121615,0.0,0.24486939435186422,2680.923076923077,0.00015545776,0.025124647,0.0011965609,0.037619445,0.04937818,0.009190828,0.9896505,0.0
3460137,0.99944633,9.996539e-07,5.0,0.010246039,0.0024919857,-2.3685227e-05,0.19106057838544074,0.06741261632123496,0.0,0.1910605758396973,2696.675,0.00024457544,0.024844188,0.001165179,0.037534922,0.058582664,0.015673708,0.98525476,0.0
3461137,0.99943703,9.996539e-07,5.0,0.014126492,0.0023818181,1.7838705e-05,0.45772800934567687,0.07528002381574576,0.0,0.457728013460176,3019.375,0.00017063765,0.02521204,0.0012133888,0.038368978,0.05606415,0.011113616,0.98443687,0.0
3462136,0.9994364,9.996538e-07,5.0,0.010565179,0.0024537875,-5.6966484e-05,0.23996151542915273,0.07225496223013736,0.0,0.23996151018103815,3063.206896551724,0.00012357412,0.024083886,0.0012336966,0.038370885,0.04753884,0.01043892,0.9887778,0.0
3463136,0.9994428,9.996537e-07,5.0,0.005274125,0.0024098943,1.6297183e-06,0.13973046395503017,0.06976850972392695,0.0,0.13973046596779892,2659.3939393939395,0.00026365224,0.023278642,0.0011337599,0.03630735,0.06291557,0.013167372,0.9866884,0.0
