Steps,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Environment/Cumulative Reward,Environment/Episode Length
31000,1.4191921,9.9999714e-05,0.0,-0.23279677,0.00822733,0.08333978,0.0015187236,0.02278725,0.0042308327,0.034524616,0.21292225,0.067913815,0.9315437,0.0,-1.0013475587412275,0.039704927047502926,0.3625662461231927,-1.001347556111314,467.3636363636364
32000,1.4187045,9.9999714e-05,0.0,-0.2650781,0.0084925415,0.08454275,0.0017326848,0.021498945,0.0042216713,0.034907147,0.21731016,0.07133964,0.9303856,0.0,-0.9659079717735747,0.03900097784094719,0.41311674422888445,-0.965907972194005,450.93333333333334
33000,1.4179138,9.9999685e-05,0.0,-0.27676615,0.00863125,0.08229694,0.0015625731,0.021894597,0.004359264,0.03548864,0.22307405,0.074753694,0.9301688,0.0,-0.9193430804582786,0.03820449081037871,0.4181303143257832,-0.9193430814008973,436.22727272727275
34000,1.4175396,9.999966e-05,0.0,-0.26081792,0.008519859,0.07804015,0.0017388341,0.02414558,0.004470315,0.036503315,0.20955123,0.06877443,0.9328542,0.0,-0.9829250120310922,0.03705626713781385,0.37491101019810896,-0.9829250089676631,394.625
35000,1.4180532,9.999963e-05,0.0,-0.24550834,0.008126305,0.08246625,0.0020610788,0.023536,0.0048475284,0.036503747,0.19892266,0.06694239,0.9378797,0.0,-0.9964393731929365,0.03770527023513079,0.3331747206446159,-0.9964393736725886,384.9906542056075
36000,1.4181455,9.999962e-05,0.0,-0.26206443,0.008778979,0.0889792,0.0017389071,0.025201948,0.005037931,0.037177064,0.1993208,0.06862299,0.9376259,0.0,-0.9579560601427568,0.038137493457304696,0.33276757624044356,-0.9579560648011402,374.0
37000,1.4178348,9.999962e-05,0.0,-0.27474052,0.009710064,0.08994878,0.0012736326,0.023084868,0.004867753,0.035855886,0.18071511,0.061241824,0.9431637,0.0,-0.9093536351514923,0.04169621861780927,0.32476918116603604,-0.9093536356502773,413.0612244897959
38001,1.4179711,9.999961e-05,0.0,-0.27183047,0.010080369,0.08015908,0.0013286715,0.025347933,0.0053865374,0.035470784,0.16756319,0.05854467,0.9491687,0.0,-1.042751171100296,0.04648965033767227,0.33472286413273195,-1.0427511743793039,440.1222222222222
39000,1.4182643,9.9999605e-05,0.0,-0.2839239,0.011058527,0.0806803,0.0015160644,0.02388785,0.005768586,0.03526063,0.16270173,0.059678316,0.9515544,0.0,-0.9941591591308745,0.04772263364122278,0.3256753317885425,-0.9941591612820292,416.5360824742268
40000,1.4177805,9.9999605e-05,0.0,-0.2836288,0.011254738,0.08077334,0.0014734566,0.026275085,0.006169948,0.034820728,0.16007785,0.05950928,0.95241344,0.0,-0.9748511256203362,0.04781142244170798,0.30699593419826715,-0.9748511261098227,388.2475247524753
41000,1.4175637,9.999959e-05,0.0,-0.28154925,0.011691873,0.075583,0.0012958855,0.023570146,0.0068118433,0.031526268,0.13467759,0.0509402,0.9607798,0.0,-0.9494602542654801,0.059616633044008514,0.3228702750949037,-0.9494602543303517,440.2371134020619
42000,1.417369,9.999959e-05,0.0,-0.25510907,0.012889833,0.07076987,0.0008089437,0.023341522,0.0074283704,0.029311862,0.12430689,0.047367133,0.96408,0.0,-0.9483145518528582,0.06822389394223485,0.3013756616733377,-0.9483145538763317,444.09589041095893
43000,1.4170878,9.999959e-05,0.0,-0.24818896,0.013988528,0.06985531,0.001313615,0.023075955,0.007581882,0.029133767,0.13770233,0.05470978,0.96065956,0.0,-0.9324540404180984,0.06385857636026533,0.2924599041466915,-0.932454041719288,433.0
44000,1.4168277,9.999957e-05,0.0,-0.25863603,0.014389415,0.067325115,0.0009913995,0.025631698,0.0074300873,0.02652473,0.11669248,0.045912914,0.96738,0.0,-0.9453214388379506,0.06743135291742541,0.2718392553173524,-0.9453214386608729,438.752688172043
45000,1.416229,9.999956e-05,0.0,-0.26062313,0.014570573,0.06690966,0.0009897271,0.024422798,0.0067484453,0.02565363,0.11384913,0.046089146,0.96840656,0.0,-0.9095543698668338,0.05893606853253717,0.24113631645902678,-0.9095543718199528,417.9587628865979
46000,1.4163296,9.999956e-05,0.0,-0.2401016,0.014442691,0.05598555,0.0012081969,0.023285534,0.0068045123,0.026461689,0.1051895,0.042026564,0.97127044,0.0,-0.940908789974313,0.05939266893223653,0.257964965870165,-0.9409087853897103,415.4111111111111
47000,1.4163624,9.999952e-05,0.0,-0.22827637,0.014686266,0.052019015,0.00095798983,0.02330997,0.006742834,0.026479425,0.095782235,0.03854216,0.9742708,0.0,-0.9612012369719215,0.059302891886942946,0.20269209746265393,-0.9612012369356578,427.58620689655174
48000,1.4160264,9.999952e-05,0.0,-0.23666571,0.01416566,0.04509515,0.00061598624,0.023429658,0.0064785825,0.023621384,0.08597602,0.034400623,0.9770462,0.0,-0.9405005883815456,0.0625364194986307,0.22977132945052964,-0.9405005870765966,457.8395061728395
49000,1.4157292,9.99995e-05,0.0,-0.250109,0.013432577,0.041472893,0.0008087997,0.024231963,0.0062838453,0.025279433,0.083043,0.03378804,0.9782951,0.0,-0.919445704714372,0.062060034337143105,0.22283402971141994,-0.9194457010459414,475.53333333333336
50000,1.4162849,9.999949e-05,0.0,-0.23320393,0.01384014,0.047451187,0.0011938751,0.021315128,0.00660135,0.026877755,0.10519469,0.042300586,0.9725533,0.0,-0.9328582929826111,0.05990287349696326,0.23762054165639282,-0.9328582926771818,449.9764705882353
51000,1.4165188,9.999949e-05,0.0,-0.261429,0.013772505,0.05583015,0.0008034269,0.021597214,0.006300814,0.02655332,0.094263434,0.03768272,0.97503793,0.0,-0.9464269204779929,0.05684454929647281,0.22013381183427208,-0.9464269181975001,436.9789473684211
52000,1.4162327,9.999949e-05,0.0,-0.2338261,0.013431665,0.05697765,0.00082296855,0.027603008,0.0063141007,0.027740631,0.10668522,0.043549687,0.97235763,0.0,-0.9326370291957757,0.05708691798887836,0.25863537683557275,-0.9326370328286198,446.26190476190476
53000,1.4160684,9.999947e-05,0.0,-0.24789768,0.012690816,0.04652217,0.0009360735,0.022671513,0.0058910977,0.026638167,0.08449864,0.034352254,0.9783131,0.0,-0.9343760295846861,0.055997694500039746,0.25014056659142625,-0.9343760321053666,454.1046511627907
54000,1.4161202,9.999947e-05,0.0,-0.25517473,0.012148145,0.045461994,0.0008105568,0.024968054,0.00562664,0.025713492,0.08054574,0.032611113,0.9798635,0.0,-0.9534586053283647,0.05357070319713903,0.18637307553381624,-0.9534586018002283,460.3804347826087
55000,1.4163115,9.999947e-05,0.0,-0.22379777,0.011943429,0.044702835,0.0008883002,0.024034653,0.005938351,0.027099274,0.08147195,0.032553922,0.97912586,0.0,-0.9346911548988946,0.05262791313477518,0.21483217023000822,-0.9346911549896364,444.88235294117646
56000,1.4160084,9.999946e-05,0.0,-0.25818416,0.0119945025,0.041353952,0.0010236463,0.02511168,0.006116785,0.028074946,0.07162427,0.028462168,0.9820151,0.0,-0.9210105629174311,0.05162436119577733,0.16953952117323265,-0.9210105616875094,406.2244897959184
57000,1.4154706,9.999945e-05,0.0,-0.25182158,0.012123273,0.04106683,0.001064826,0.021585044,0.006157926,0.026306806,0.07328023,0.029762816,0.98287135,0.0,-0.9284072787359228,0.052710588160714014,0.1528291925594581,-0.9284072778715042,423.8723404255319
58000,1.4154193,9.9999415e-05,0.0,-0.24884541,0.012180933,0.039240003,0.00068378006,0.026231494,0.0063853534,0.02410687,0.07282391,0.02974843,0.9821487,0.0,-0.8561843960665356,0.05810682025863632,0.1895977357222259,-0.8561843936678861,453.0449438202247
59000,1.4151074,9.99994e-05,0.0,-0.2212634,0.012222138,0.0356727,0.0004937434,0.026905976,0.0062690615,0.023100244,0.068413995,0.027142087,0.9830769,0.0,-0.8690889801571987,0.05612444408008088,0.15152539697139417,-0.8690889773190505,421.70512820512823
60000,1.4155201,9.999939e-05,0.0,-0.22805338,0.012624746,0.03385884,0.00058947934,0.022383502,0.006615019,0.021327049,0.05654359,0.021365518,0.9853593,0.0,-0.8756359379091291,0.0649838533073697,0.17011658758876874,-0.8756359383807615,474.42857142857144
61001,1.415969,9.999937e-05,0.0,-0.2308233,0.013075463,0.032271173,0.00066185824,0.023838963,0.0066731265,0.021997951,0.05643548,0.022345688,0.98646176,0.0,-0.8757369725316797,0.06152902699735326,0.12880134239052898,-0.8757369720843287,470.3222222222222
62000,1.4160031,9.9999364e-05,0.0,-0.23094423,0.013486623,0.035721835,0.00044311548,0.02514569,0.006516669,0.02113003,0.060165003,0.023809534,0.98573846,0.0,-0.8951574801732015,0.06594773203250952,0.14468722108018284,-0.895157478837137,486.575
63000,1.4162337,9.999937e-05,0.0,-0.19845669,0.013617369,0.034349754,0.0006593041,0.025721494,0.006566464,0.021274721,0.06332421,0.025401056,0.9849909,0.0,-0.8377899780849077,0.06290868091746234,0.15051563228928783,-0.8377899760814251,466.3375
64000,1.4157544,9.999936e-05,0.0,-0.22451402,0.013175163,0.032440268,0.0005551106,0.02436782,0.0064880457,0.020290079,0.054555353,0.021113506,0.9868641,0.0,-0.8463918304352144,0.059951096919328185,0.1404497870037589,-0.8463918299587931,455.52272727272725
65000,1.4147786,9.999935e-05,0.0,-0.21828699,0.012840406,0.032684814,0.00046279072,0.02227376,0.0059917113,0.020086246,0.0525854,0.020771857,0.98805666,0.0,-0.8458818777572257,0.06382574757793918,0.1450342183620675,-0.8458818771841621,494.53333333333336
66000,1.4133836,9.999935e-05,0.0,-0.21096307,0.012709558,0.031726252,0.00045257385,0.022997204,0.006249621,0.01994048,0.05481135,0.02156786,0.9868117,0.0,-0.861324871395967,0.062406385397480335,0.1616240042004023,-0.8613248705901736,498.425
67000,1.4126405,9.999934e-05,0.0,-0.23636107,0.012754515,0.029688181,0.0005541102,0.021900304,0.0060169636,0.020605763,0.054707672,0.022316331,0.98705673,0.0,-0.853501959874303,0.062046841310126014,0.16498858578235073,-0.8535019562550753,483.9418604651163
68000,1.413251,9.9999335e-05,0.0,-0.2095749,0.012724536,0.03224743,0.0006030154,0.022694193,0.006413605,0.022192463,0.05259168,0.021241445,0.9880015,0.0,-0.8913434052753353,0.062496283002819605,0.11496775884072331,-0.8913434041780486,482.9746835443038
69000,1.4128004,9.999933e-05,0.0,-0.21084327,0.01269407,0.0323075,0.0005864045,0.0247909,0.00612782,0.021115392,0.05468792,0.02246983,0.987329,0.0,-0.822697690756274,0.06247791165996996,0.161973105475819,-0.8226976891381129,490.83116883116884
70000,1.4118409,9.999929e-05,0.0,-0.24726926,0.01289834,0.032492287,0.00077667483,0.023434777,0.0062878975,0.021225328,0.04812199,0.019097663,0.9885589,0.0,-0.8562046456112565,0.0658484143406475,0.1628028547039486,-0.8562046462166424,520.3846153846154
71000,1.4111495,9.999928e-05,0.0,-0.21016431,0.012882362,0.032975085,0.000692463,0.023563033,0.006370566,0.022243544,0.05955419,0.024528021,0.9866453,0.0,-0.9007811476194547,0.05870407637925573,0.11930298538207222,-0.9007811452659883,443.4605263157895
72000,1.4108758,9.999927e-05,0.0,-0.21403596,0.012386715,0.029399721,0.0005758272,0.023150988,0.0059479373,0.021309752,0.048210204,0.018956738,0.9887972,0.0,-0.828945072556678,0.05855283711789525,0.15975907189654534,-0.8289450720694684,460.075
73000,1.4103663,9.9999255e-05,0.0,-0.21855065,0.012228101,0.025105005,0.00035606016,0.024331506,0.005977109,0.019725109,0.044136055,0.017674481,0.99017507,0.0,-0.8406108579982998,0.05889865805656882,0.11883050157969086,-0.8406108581171108,487.3625
74000,1.4102432,9.9999255e-05,0.0,-0.20035657,0.012150381,0.023084782,0.00038679712,0.02314432,0.0057985736,0.020118028,0.042694148,0.016875152,0.9900941,0.0,-0.836566377685389,0.060473455825838476,0.1284492357887658,-0.8365663777754597,503.94871794871796
75000,1.410095,9.9999255e-05,0.0,-0.19236939,0.011992858,0.021105755,0.00043397458,0.025728518,0.0059002396,0.020872662,0.046041172,0.019107455,0.9896989,0.0,-0.8400090849822615,0.06344925163107659,0.11017769129727019,-0.8400090834075069,527.581081081081
76000,1.4096109,9.999924e-05,0.0,-0.20337887,0.0117658125,0.021004103,0.00056429225,0.023410402,0.0060395715,0.021319397,0.0482108,0.019330196,0.98933804,0.0,-0.8258461530757284,0.06221000881514901,0.13194234413225464,-0.8258461550485889,513.0886075949367
77000,1.4097681,9.999924e-05,0.0,-0.21331783,0.011881368,0.018774262,0.0005823223,0.022691818,0.0057727722,0.022142261,0.040156163,0.016036982,0.99113226,0.0,-0.827665043217658,0.06171214393591024,0.1274721962701653,-0.8276650409289722,507.31168831168833
78000,1.4101062,9.999924e-05,0.0,-0.21521695,0.012122,0.020070454,0.0005945459,0.021477059,0.0058258288,0.021144941,0.04411264,0.017762944,0.9899135,0.0,-0.856460055884881,0.05509730272408407,0.11500700178914369,-0.8564600554959201,453.59550561797755
79000,1.4099501,9.9999226e-05,0.0,-0.19640152,0.012234209,0.021821614,0.0007292584,0.02435648,0.00618701,0.021426456,0.052894644,0.021646157,0.98855686,0.0,-0.7526842320520546,0.05903486123341801,0.13817275835335271,-0.7526842323382171,472.2987012987013
80000,1.4100671,9.999922e-05,0.0,-0.22191353,0.012164499,0.026190802,0.00077964744,0.02328727,0.005698759,0.022705588,0.04624506,0.018860422,0.9901691,0.0,-0.8432236389568034,0.060838017071567496,0.1539015984246563,-0.8432236389546187,515.1744186046511
81000,1.4102856,9.999918e-05,0.0,-0.20908506,0.011954689,0.031574786,0.00036330303,0.023085771,0.005522218,0.020970516,0.043536056,0.017719276,0.9907442,0.0,-0.8777208833801368,0.05508177829975275,0.10974889880153044,-0.8777208854949222,492.92105263157896
82000,1.4103397,9.999917e-05,0.0,-0.18724854,0.01161883,0.029871007,0.0006352418,0.02483112,0.005487101,0.021494202,0.046885204,0.019602973,0.9902562,0.0,-0.7998724746227696,0.05548919578065317,0.11408324364735721,-0.7998724749232782,497.7260273972603
83000,1.4097782,9.999916e-05,0.0,-0.20408471,0.011453907,0.02707588,0.0006584358,0.025758697,0.0054392037,0.02005691,0.043347806,0.017181171,0.9907947,0.0,-0.8289345451795178,0.0547277820626865,0.13503535335482844,-0.8289345434556081,476.1573033707865
84000,1.409712,9.9999146e-05,0.0,-0.23052804,0.011506098,0.027171288,0.0005732923,0.02612158,0.005620259,0.021969521,0.047606286,0.019551344,0.9899037,0.0,-0.8481881778361459,0.0526297897068573,0.13338731716148144,-0.8481881790776497,463.2738095238095
85000,1.4091166,9.999914e-05,0.0,-0.22836775,0.011511854,0.024942499,0.0005470993,0.028976217,0.005551411,0.0226967,0.045042414,0.018302532,0.9910732,0.0,-0.8469715730991499,0.055623185943760395,0.10351916618321533,-0.8469715726499958,483.7283950617284
86000,1.4086443,9.999914e-05,0.0,-0.20849484,0.011383506,0.02491863,0.0007674737,0.023553913,0.00579752,0.02329186,0.047043957,0.018689249,0.9894156,0.0,-0.7970349916044087,0.053563627125307295,0.14264634198940765,-0.7970349921349231,463.74444444444447
87000,1.4095545,9.999913e-05,0.0,-0.20669907,0.01135999,0.022288246,0.0005296351,0.023508497,0.0054530287,0.022804193,0.04228595,0.016896173,0.99119824,0.0,-0.8352911590828004,0.05272891586019586,0.13364595424956172,-0.8352911579450575,462.8205128205128
88000,1.4094307,9.9999124e-05,0.0,-0.21937837,0.011476635,0.024035832,0.00044952234,0.02146145,0.0054918453,0.022872668,0.038152702,0.015266749,0.99180233,0.0,-0.8386876483805101,0.055739805041230286,0.09812085121558432,-0.8386876484037767,489.35
89000,1.4085604,9.9999124e-05,0.0,-0.20431972,0.011100669,0.023653777,0.0005905809,0.023196457,0.0054708803,0.023556199,0.044143915,0.01724021,0.99013764,0.0,-0.8085533094174829,0.056333082082579866,0.11495696517933023,-0.808553308939832,512.2820512820513
90000,1.4076914,9.999912e-05,0.0,-0.22658424,0.011318823,0.02013452,0.00051369,0.022945933,0.0055400617,0.022960223,0.037351634,0.014382973,0.9920862,0.0,-0.8383567420853711,0.05415935909293373,0.10299519788094057,-0.8383567426069031,473.3411764705882
91000,1.4074497,9.99991e-05,0.0,-0.2247806,0.011279778,0.02356832,0.0007492837,0.020785235,0.0056115114,0.024106465,0.047346905,0.018995253,0.98970354,0.0,-0.8426880501911203,0.05400444187838476,0.11047518857611072,-0.8426880512510743,478.9186046511628
92000,1.406104,9.99991e-05,0.0,-0.23265143,0.011227075,0.022394842,0.00048267344,0.020394832,0.005526124,0.021952061,0.036715295,0.014201927,0.99243504,0.0,-0.8178986824087111,0.05180732238627768,0.11164597052961088,-0.8178986838149993,445.5652173913044
93000,1.4059068,9.999907e-05,0.0,-0.21118668,0.011207394,0.020859348,0.00063471287,0.025531273,0.005466393,0.022434015,0.041176274,0.016223777,0.9918287,0.0,-0.8385317393825839,0.05265249488729751,0.11612202610892686,-0.8385317418132298,470.84722222222223
94000,1.4062837,9.9999044e-05,0.0,-0.2275973,0.011112141,0.024182828,0.00073364296,0.02537334,0.00552168,0.02255279,0.042427573,0.014337733,0.99173564,0.0,-0.9150624718018313,0.05571727708434344,0.1325312227861199,-0.9150624703900891,490.6896551724138
95000,1.4068711,9.9999044e-05,0.0,-0.22451857,0.011306825,0.025708955,0.0007031985,0.022169193,0.0056875683,0.022492392,0.051758546,0.018748816,0.98850006,0.0,-0.8266078861127617,0.05416969540184019,0.13451085825083847,-0.8266078883794524,468.41975308641975
96000,1.4067124,9.999902e-05,0.0,-0.21014096,0.011217606,0.020642366,0.00071092125,0.02133076,0.0054334886,0.021571357,0.039322868,0.014915403,0.9910198,0.0,-0.8230656434919343,0.05166613949032305,0.10724088780396329,-0.8230656447189203,465.3953488372093
97000,1.406585,9.9999015e-05,0.0,-0.23633307,0.011432392,0.024336025,0.0006393369,0.019942254,0.005525103,0.021496238,0.045015566,0.015969343,0.99032384,0.0,-0.8080660248472722,0.05093434855634188,0.10114733985298158,-0.8080660249375752,449.6170212765957
98000,1.405836,9.9999015e-05,0.0,-0.21242896,0.011394987,0.026939366,0.0008947557,0.023416836,0.005443289,0.022373483,0.058325097,0.022176165,0.98800266,0.0,-0.7994071465039677,0.048247157482312585,0.1369976763079763,-0.7994071438778126,427.1264367816092
99000,1.4054074,9.9999015e-05,0.0,-0.21957308,0.010926577,0.02401722,0.00089478394,0.024698108,0.005254219,0.02346969,0.048075765,0.017893098,0.98915344,0.0,-0.8143476042806115,0.04916707643182174,0.1476284238438699,-0.8143476017500275,445.1685393258427
100000,1.4049641,9.9999e-05,0.0,-0.2355148,0.010791512,0.014227407,0.0008689265,0.020684952,0.0054986062,0.022299832,0.036449123,0.014355223,0.9925434,0.0,-0.9418531914010994,0.04727893366182315,0.07318926252813664,-0.9418531914820694,432.1604938271605
101000,1.4049202,9.9999e-05,0.0,-0.22723019,0.010578462,0.019254033,0.00058857765,0.024349213,0.005305654,0.021700183,0.03948413,0.014414825,0.9912828,0.0,-0.8586448740669614,0.05045935996911592,0.11715400278559521,-0.8586448739170485,459.6333333333333
