Steps,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Environment/Cumulative Reward,Environment/Episode Length
96000,1.391586,9.999902e-05,0.0,0.06971287,0.004855789,0.052788507,0.0020994092,0.023624819,0.003071746,0.033968404,0.11459395,0.041816507,0.9701935,0.0,0.2816864796104428,0.02055490734863811,0.17994604991308202,0.28168647964685173,325.24793388429754
97000,1.3911656,9.9999015e-05,0.0,0.092487015,0.004789881,0.056365304,0.0026969553,0.023901735,0.0029908342,0.036563106,0.12597007,0.04530383,0.9682001,0.0,0.17845749065364866,0.018654137501874727,0.17703522733033183,0.17845749065489827,306.8721804511278
98000,1.3902997,9.9999015e-05,0.0,0.091245934,0.0061465143,0.056331243,0.0021922933,0.025510665,0.0029570805,0.03793503,0.1265371,0.044629395,0.9666618,0.0,0.369836656756445,0.018644894818342955,0.1729181037816072,0.36983665376444774,309.66386554621846
99000,1.3902851,9.9999015e-05,0.0,0.10074255,0.006264862,0.06032157,0.001963621,0.022142962,0.002936706,0.040852867,0.14041865,0.048002247,0.96244836,0.0,0.3876300067516844,0.019253281134852557,0.18823425301651917,0.3876300095397125,317.0763358778626
100000,1.3900716,9.9999e-05,0.0,0.07336139,0.006011545,0.060300447,0.0023359768,0.023068512,0.0029765312,0.040604908,0.14135176,0.04867524,0.96197003,0.0,0.25666087914610963,0.018711074026485683,0.21148018349837133,0.2566608764479407,306.36567164179104
101000,1.3895788,9.9999e-05,0.0,0.09002799,0.0073049613,0.06347272,0.0025346957,0.02279817,0.003013475,0.04042381,0.14529383,0.051017083,0.9624641,0.0,0.2363647124849875,0.01766755572830366,0.19738967133064103,0.2363647081554743,280.8041958041958
102000,1.3889246,9.999899e-05,0.0,0.110025086,0.0076488205,0.06450801,0.0028416263,0.022505563,0.0030212507,0.04073779,0.13873257,0.048426364,0.9629658,0.0,0.38320371135423686,0.016656890295898463,0.17230941779728726,0.38320370978284346,269.943661971831
103000,1.3888546,9.9998986e-05,0.0,0.11577328,0.0065676672,0.06781332,0.0023902275,0.024736483,0.0029063881,0.042583816,0.15690586,0.054591477,0.95772237,0.0,0.3562295900356764,0.016065514313674572,0.1936372411604037,0.3562295903380948,268.68840579710144
104000,1.3884594,9.999896e-05,0.0,0.13481922,0.008184928,0.068349734,0.0022578305,0.022778565,0.0029795172,0.041585933,0.15335673,0.053239614,0.9601094,0.0,0.5158429207581936,0.017084981487887736,0.20173936985645352,0.5158429190972538,285.9256756756757
105000,1.3878665,9.9998935e-05,0.0,0.13338792,0.009079319,0.0700932,0.0019136518,0.026888326,0.0031032274,0.044431105,0.15218301,0.052439637,0.9591472,0.0,0.36300723909978466,0.01725954281904831,0.18682928670371465,0.3630072398586029,270.09655172413795
106000,1.3871877,9.999893e-05,0.0,0.13220394,0.0075488715,0.074585594,0.0027465443,0.02553118,0.0030244582,0.04417053,0.16218397,0.05793774,0.95764077,0.0,0.37549917597112376,0.01644111008149766,0.20314830525341543,0.3754991762065592,264.3101265822785
107000,1.3864737,9.999892e-05,0.0,0.107001975,0.0071687805,0.06747669,0.002888817,0.023932269,0.0031136717,0.043792777,0.16222376,0.05536993,0.9557793,0.0,0.31370401555867566,0.015351552509086867,0.1666155307835998,0.31370401390011543,241.84516129032258
108000,1.3847482,9.9998906e-05,0.0,0.14749745,0.007348214,0.07736434,0.0031892955,0.027098984,0.0031327792,0.04739024,0.18758051,0.061490346,0.9447023,0.0,0.41118158312747255,0.015467224050970639,0.20722185406695617,0.4111815801923605,238.28823529411764
109000,1.384422,9.9998906e-05,0.0,0.15628797,0.0079303,0.08551976,0.0034317176,0.022792524,0.0031292865,0.049400955,0.19647488,0.0649966,0.9460275,0.0,0.39118178969907935,0.014097027203123698,0.2247894518539268,0.39118178789274116,222.60795454545453
110000,1.3833363,9.99989e-05,0.0,0.150106,0.008586459,0.0822734,0.0030415438,0.020738322,0.0030693011,0.04972763,0.19595902,0.065424934,0.9470413,0.0,0.4266780604549801,0.014647570119063721,0.21639975556355656,0.42667805915634105,229.30538922155688
111000,1.3828032,9.999889e-05,0.0,0.16408916,0.0061776335,0.0864887,0.002260345,0.023304751,0.0030349416,0.051512524,0.18353587,0.059764914,0.9474057,0.0,0.5032143030427599,0.013959925463028721,0.18916512795305968,0.5032143042890013,228.15300546448088
112000,1.382829,9.999889e-05,0.0,0.15975676,0.0025489705,0.08270263,0.002280468,0.02260306,0.0031545109,0.05111726,0.17423807,0.059090406,0.9528646,0.0,0.4961657512945243,0.014240985974764517,0.19446075379071107,0.4961657490616465,223.55029585798817
113000,1.3824917,9.999889e-05,0.0,0.15769571,0.0028066607,0.08648631,0.0040052296,0.023358647,0.003220425,0.053718716,0.18588573,0.061816406,0.9512807,0.0,0.33095870082536355,0.01444300752269267,0.20616896845900232,0.33095870210868933,219.80327868852459
114000,1.3827708,9.999887e-05,0.0,0.17640817,0.004681984,0.0883186,0.0019415001,0.024633138,0.0030782535,0.05547785,0.19696392,0.06438066,0.9452132,0.0,0.5560775600576641,0.014336129884135776,0.2105444752209417,0.5560775614113617,224.06857142857143
115000,1.38187,9.999887e-05,0.0,0.21103391,0.0052978606,0.09443223,0.0017921309,0.024555525,0.0029499538,0.058014613,0.21478559,0.07161534,0.93911505,0.0,0.5810704569642743,0.013095570302598912,0.20522632757140513,0.5810704565818378,216.0054644808743
116000,1.3812643,9.999886e-05,0.0,0.18456241,0.0063904556,0.087843746,0.002708835,0.020583395,0.0031980316,0.057514627,0.18293725,0.06039127,0.94864565,0.0,0.46278881289885726,0.014107954674211607,0.18292457051326083,0.46278881174585046,217.42162162162163
117000,1.3801365,9.999881e-05,0.145,0.17560083,0.0058243014,0.08896571,0.0022350461,0.022411656,0.0030384352,0.05882204,0.18892813,0.06464493,0.951113,0.0,0.5439310342819801,0.013530644333896865,0.20780681524910471,0.544674331331403,220.80263157894737
118000,1.3794687,9.999881e-05,1.0,0.13411045,0.004937346,0.10234915,0.0027921577,0.024419647,0.0030728853,0.05969769,0.20643432,0.06481469,0.93988097,0.0,0.14968754483946203,0.023983354562486726,0.4427143613358219,0.23776333721780468,445.13793103448273
119000,1.3789309,9.9998804e-05,1.0,0.09008699,0.0054873754,0.10424161,0.00240702,0.024775822,0.00305899,0.059524763,0.22279799,0.07205604,0.9366367,0.0,0.2253037783782929,0.02231448091804937,0.3787018903996441,0.23119807576332688,363.3333333333333
120000,1.3787085,9.99988e-05,1.0,0.07174658,0.004502517,0.099157415,0.0025077688,0.023067597,0.0031065908,0.059154958,0.20143983,0.065469295,0.94275266,0.0,0.16833217584109883,0.02417409670246974,0.3529630446850218,0.1683321698856691,378.3775510204082
121000,1.3776292,9.99988e-05,1.0,0.09782053,0.007112438,0.106131636,0.0023277632,0.02452353,0.0030165797,0.058917306,0.2296181,0.07554242,0.9368079,0.0,0.30778811250246413,0.022608510676629678,0.4011173459280658,0.3077881099099359,364.17391304347825
122000,1.3759274,9.999879e-05,1.0,0.090281904,0.0064003575,0.09823027,0.002040454,0.022098249,0.0031193288,0.05799889,0.19872162,0.06448407,0.94388217,0.0,0.3332933225331134,0.023611218579496968,0.36004551937021106,0.33329332187790334,370.078431372549
123000,1.3751359,9.999878e-05,1.0,0.07306142,0.005915395,0.094908334,0.002873833,0.02314739,0.0032038644,0.058620155,0.21234705,0.067165904,0.9377563,0.0,0.19667220541690425,0.023886267620741194,0.38852152990320077,0.19667220398056853,367.0642201834862
124000,1.3749667,9.999878e-05,1.0,0.06334143,0.0066772816,0.099900804,0.0023119845,0.022846261,0.0031606052,0.057993054,0.20681848,0.066944905,0.9415121,0.0,0.2086516687563519,0.025409476537059182,0.3945638802570162,0.20865166816825448,388.990099009901
125000,1.3748143,9.9998775e-05,1.0,0.05833555,0.007955936,0.09577263,0.0019328918,0.023938056,0.0031781658,0.057070665,0.21104474,0.06578146,0.93962806,0.0,0.25867465443059867,0.023378912815083325,0.3581870431321974,0.25867465564789865,368.7
126000,1.3742118,9.999875e-05,1.0,0.06714116,0.007372587,0.10099831,0.0023012517,0.024943093,0.003147983,0.057441816,0.20463996,0.06681054,0.9414617,0.0,0.2144266678742133,0.02480916557251476,0.38119787281095563,0.21442666828465617,378.59
127000,1.3733066,9.999875e-05,1.0,0.047274478,0.0063834055,0.09599114,0.0019302855,0.023036152,0.0032920097,0.05699499,0.19901809,0.06344663,0.9434718,0.0,0.24616442325439455,0.02409552474629742,0.3547270568546306,0.24616442207950687,372.9183673469388
128000,1.3722984,9.999872e-05,1.0,0.06985289,0.007252145,0.09374102,0.001905235,0.023320857,0.0030875595,0.057744946,0.2060068,0.06567331,0.9422574,0.0,0.30726728590845054,0.026874420457197543,0.3705684237782982,0.3072672864765316,403.21495327102804
129000,1.3719065,9.9998695e-05,1.0,0.07198546,0.0073913867,0.094401345,0.002449877,0.021472288,0.0031690593,0.057430364,0.21097112,0.06644669,0.9382252,0.0,0.2176119196492846,0.024163462208512634,0.42330698100403913,0.2176119166251913,373.43243243243245
130000,1.3715568,9.999868e-05,1.0,0.08540807,0.005900943,0.09859014,0.0020153478,0.023462476,0.003012937,0.058525257,0.19692492,0.06351578,0.9443777,0.0,0.34554604468576144,0.024714974336044786,0.3709623667418682,0.3455460463584937,394.4583333333333
131000,1.3706701,9.999867e-05,1.0,0.088408075,0.006408871,0.09664926,0.0018925214,0.025735646,0.0030708087,0.05719808,0.20660895,0.06806281,0.9404375,0.0,0.3239465788400804,0.023048400189929034,0.3592363207129922,0.32394657977497043,372.0480769230769
132000,1.3700618,9.999867e-05,1.0,0.0868052,0.007224999,0.09216213,0.0018494271,0.025577858,0.003167685,0.055572867,0.2009013,0.064889565,0.942892,0.0,0.36390518958191653,0.024542526447698856,0.3718095430228731,0.36390519573165053,382.0204081632653
133000,1.3689207,9.9998666e-05,1.0,0.111993276,0.0068516815,0.09871624,0.0015382532,0.022758462,0.0031078674,0.055766895,0.20512147,0.06653498,0.9436453,0.0,0.43754203447657775,0.02454098544937248,0.3907042550688396,0.4375420337288439,382.22549019607845
134000,1.3686312,9.999866e-05,1.0,0.103422284,0.00565635,0.09336071,0.0018168789,0.023318263,0.0031749634,0.056559004,0.20003578,0.06272728,0.9426212,0.0,0.37000159231404095,0.024055183497973934,0.32477424168769553,0.370001594210886,380.71153846153845
135000,1.368034,9.999866e-05,1.0,0.08708401,0.005771685,0.09519893,0.0022195978,0.023013907,0.0031535737,0.056016527,0.19882865,0.062482823,0.9442251,0.0,0.3107176316123302,0.025229502220082016,0.3469213949572649,0.31071762706835704,383.3495145631068
136000,1.3673323,9.999866e-05,1.0,0.084222294,0.007408528,0.09197865,0.0022867818,0.026102904,0.0032826199,0.05464922,0.19614129,0.060386937,0.94294494,0.0,0.21839690422927463,0.025722248784325184,0.3484312466014916,0.2183969056112562,379.0
137000,1.365833,9.999864e-05,1.0,0.102658205,0.0075815916,0.0948199,0.002063597,0.022602212,0.0032143968,0.056396373,0.20477615,0.0658474,0.9426412,0.0,0.3175285046100865,0.025428651511342302,0.3845118535938266,0.3175285012498311,386.375
138000,1.3649498,9.999864e-05,1.0,0.062879294,0.0058090505,0.0889658,0.0025385316,0.020390833,0.0032593377,0.05588066,0.2006005,0.06313168,0.9449525,0.0,0.08593137700447487,0.025579553072055963,0.35611977226866903,0.08593137784245324,370.07766990291265
139000,1.3643894,9.999863e-05,1.0,0.09453334,0.006219082,0.096560895,0.0026295828,0.022727022,0.003109338,0.058566842,0.21324946,0.066562526,0.94323534,0.0,0.2327542329859408,0.02378789312258648,0.39016834458463867,0.23275423025941,375.43243243243245
140000,1.3646154,9.9998586e-05,1.0,0.09612735,0.005929046,0.102253556,0.0020385194,0.023924762,0.003035191,0.058334745,0.21246505,0.066967174,0.9387219,0.0,0.3254620863834307,0.02385213135553169,0.3816570537201699,0.3254620874469948,380.55238095238093
141000,1.3641814,9.999858e-05,1.0,0.07590433,0.006181735,0.09940911,0.0026131705,0.023605533,0.00301776,0.058880527,0.20576136,0.062328465,0.939296,0.0,0.15111019254060198,0.02259481660439633,0.34484677778833644,0.15111019362958425,354.08620689655174
142000,1.3629721,9.999857e-05,1.0,0.057931237,0.0069165165,0.094813496,0.0030912792,0.022431035,0.0030429023,0.058578163,0.2155497,0.06443546,0.93820024,0.0,0.04412539300282556,0.02134901606686466,0.3449076280229217,0.044125393071110006,344.20754716981133
143000,1.3625025,9.999856e-05,1.0,0.050660484,0.0052699875,0.09176948,0.0033571427,0.0238151,0.0029952596,0.05888586,0.21187766,0.06690098,0.9419774,0.0,0.12271822770829506,0.021682800557270336,0.3468542725374565,0.12271822590396647,344.2583333333333
144000,1.3617653,9.999856e-05,1.0,0.07064134,0.006819258,0.104537375,0.0023741203,0.02263972,0.0028271473,0.059206538,0.22298926,0.06733218,0.931194,0.0,0.3018742579763301,0.01916351042220275,0.3622796147061102,0.3018742592768881,334.83193277310926
145001,1.361087,9.999855e-05,1.0,0.056974716,0.0076181856,0.09511074,0.0028715744,0.02058123,0.0031441161,0.057232585,0.21201943,0.06407051,0.9382415,0.0,0.15780565052145076,0.021541818445125087,0.34500722091309205,0.1578056470443502,343.55454545454546
146000,1.3604987,9.999854e-05,1.0,0.08358256,0.005817061,0.10120886,0.0020656723,0.023815284,0.002975328,0.059700944,0.19892463,0.061557874,0.9426993,0.0,0.33377127904400583,0.022886639563200462,0.34385633203470123,0.3337712803191778,368.5047619047619
147000,1.3601056,9.999854e-05,1.0,0.105350554,0.0050412402,0.10121685,0.0016213254,0.025258474,0.0028861312,0.06003791,0.22140823,0.07228913,0.94022995,0.0,0.4176479063578881,0.020756929731093502,0.38031507511361773,0.4176479079618646,348.15833333333336
148000,1.3602568,9.999854e-05,1.0,0.09989703,0.0059809512,0.10476669,0.002100979,0.02543022,0.003042381,0.05945116,0.2153761,0.06626768,0.93889534,0.0,0.30997256261207873,0.021346423846192748,0.3612379308893808,0.30997256537525036,344.54285714285714
149000,1.3597168,9.999852e-05,1.0,0.07677264,0.0047731013,0.095172144,0.002261893,0.025713578,0.003025316,0.05896329,0.20786716,0.06241618,0.93860316,0.0,0.23401031546599002,0.021904885010148416,0.3248990200666622,0.23401031702967304,352.0438596491228
150000,1.3591942,9.999852e-05,1.0,0.0963763,0.005417788,0.098505534,0.0018378837,0.028621266,0.003143954,0.05931177,0.21965134,0.06481458,0.9363175,0.0,0.37925249841779796,0.023055333583807965,0.37849948013482676,0.3792524959735063,367.1743119266055
151000,1.3579671,9.9998506e-05,1.0,0.11329497,0.006515056,0.10762667,0.0018388942,0.02577103,0.0029885443,0.05975201,0.22910288,0.07392506,0.9336499,0.0,0.43172123632175496,0.021950489328668006,0.3966396906907905,0.4317212372952656,352.0782608695652
152000,1.3571944,9.999846e-05,1.0,0.09365229,0.0063207275,0.10350915,0.0023232007,0.023320282,0.0030539706,0.059866436,0.21487859,0.064864986,0.9369005,0.0,0.256429728193325,0.02107608378095652,0.3483894848456414,0.2564297280107822,340.6875
153000,1.3571188,9.999846e-05,1.0,0.08649681,0.006673456,0.098194495,0.0025035043,0.022277154,0.0028820862,0.06013936,0.2042605,0.062987514,0.94016683,0.0,0.31552742815192525,0.021878536672151665,0.31490024828210617,0.31552743010146406,351.20175438596493
154000,1.3561888,9.999845e-05,1.0,0.06429992,0.0063076713,0.08951968,0.0018744579,0.024855219,0.0029764052,0.05954617,0.19279821,0.06056613,0.94529235,0.0,0.25813470242727793,0.02086931441325224,0.3045041845137313,0.2581347028102608,346.22429906542055
155000,1.3554927,9.999845e-05,1.0,0.0781972,0.005977357,0.091160506,0.0016331468,0.019735878,0.0029681574,0.05977883,0.18333715,0.05625208,0.94525725,0.0,0.33122367386356927,0.021628814387368037,0.34679410037106434,0.331223674180606,364.92
156000,1.3543415,9.999845e-05,1.0,0.09900373,0.006816063,0.08363145,0.0013005772,0.022733403,0.0030493017,0.060272634,0.18315592,0.057554357,0.9486228,0.0,0.45524141001557045,0.02418164508249443,0.34704209949646386,0.45524140861634266,388.5405405405405
157000,1.3536235,9.9998426e-05,1.0,0.096021794,0.0068482426,0.08486752,0.0014942731,0.023309272,0.0032253359,0.057980012,0.19647278,0.059578326,0.9453078,0.0,0.3592490210557107,0.0262495443116723,0.3423991406672255,0.3592490220492148,393.32323232323233
158000,1.353212,9.9998426e-05,1.0,0.11404565,0.006323958,0.09298215,0.002057357,0.024093073,0.0027750165,0.06277237,0.19228202,0.06030078,0.9469493,0.0,0.3318867084971808,0.021337509843085065,0.327608131847733,0.33188670655451175,361.1926605504587
159000,1.352847,9.9998426e-05,1.0,0.123144336,0.005735705,0.08880287,0.0013019177,0.020669699,0.0028028174,0.062360816,0.18470086,0.058176417,0.94561493,0.0,0.45151817019565366,0.02009719487209365,0.31613068760773244,0.4515181676061221,361.6792452830189
160000,1.3518308,9.999841e-05,1.0,0.08823568,0.0064647743,0.08101752,0.0018542347,0.02122823,0.0030974345,0.059940666,0.18430102,0.056236766,0.94914293,0.0,0.1905381540890445,0.02355594714592573,0.31308775852629417,0.19053815271770796,368.74074074074076
161000,1.3510425,9.99984e-05,1.0,0.117909975,0.0072335806,0.08316039,0.0013440034,0.022427747,0.0027454675,0.060916193,0.17530203,0.054934774,0.94757897,0.0,0.47031836610113453,0.022319258456229278,0.2877663250987472,0.47031837124307585,377.83809523809526
162000,1.3505379,9.99984e-05,1.0,0.12990426,0.007413556,0.08190678,0.0013361231,0.021104053,0.0025882628,0.06290414,0.18556204,0.061142944,0.9492202,0.0,0.44394940068761585,0.019999617725127983,0.3221422354255567,0.44394940531641636,365.2201834862385
163000,1.3500363,9.999836e-05,1.0,0.12969203,0.0063058827,0.087010294,0.0010500348,0.02607336,0.0026437202,0.062032524,0.19436622,0.05760781,0.9418929,0.0,0.5175835520029068,0.020301799026007452,0.3019333282892754,0.5175835490652481,375.77142857142854
164000,1.3493801,9.999834e-05,1.0,0.11085847,0.0053751334,0.08675381,0.0019622964,0.024605246,0.0027856093,0.06112216,0.17616965,0.05432263,0.9485829,0.0,0.248432485623264,0.019784416383217006,0.2776194603506967,0.24843248516090324,349.5090909090909
165000,1.3483874,9.999834e-05,1.0,0.11719286,0.0053387424,0.090590596,0.001528918,0.020069432,0.0026530058,0.06046124,0.1934135,0.059898373,0.9419562,0.0,0.4877289069107298,0.019084960652660545,0.31042440409929917,0.4877289096828706,358.1834862385321
166000,1.347292,9.9998324e-05,1.0,0.10572902,0.0046427706,0.09049435,0.0016746655,0.02353299,0.0028917587,0.06078431,0.18022361,0.055952325,0.949189,0.0,0.419891788732019,0.022039309439370065,0.3309748545293993,0.41989178965325075,376.74074074074076
167000,1.3461682,9.9998324e-05,1.862,0.040414874,0.005519606,0.107598014,0.0035286238,0.022922453,0.0038034325,0.07393846,0.24912629,0.074369974,0.9320414,0.0,-0.3339888155019867,0.02127762562815553,0.4412129962578312,-0.2558700457095878,369.8738738738739
168000,1.3452879,9.9998324e-05,2.0,0.0033100045,0.008324782,0.123156086,0.004603161,0.023836643,0.0042624166,0.07722747,0.26156908,0.07340635,0.9239413,0.0,-0.24913355992405595,0.021507677831615172,0.3162837746413089,-0.245257528439548,252.24074074074073
169000,1.3451974,9.999831e-05,2.0,-0.0313268,0.008002904,0.1196112,0.0033585974,0.023731735,0.004508409,0.07331597,0.22764462,0.06785895,0.9317712,0.0,-0.19610255479993713,0.023935540807239402,0.2953487847607412,-0.19610255446311176,261.46527777777777
170000,1.3437756,9.999831e-05,2.0,0.009631992,0.0077402354,0.11631277,0.0025087465,0.022961823,0.0045350995,0.07258965,0.22026631,0.0688614,0.936535,0.0,-0.009812759665986725,0.0257083346946634,0.3301093935654949,-0.00981276115126968,277.72661870503595
171000,1.3420621,9.999831e-05,2.0,0.04258324,0.008450179,0.122783594,0.0023666092,0.024172975,0.0046102204,0.07116759,0.22212674,0.067971684,0.9383401,0.0,-0.0283836926147971,0.0270351912374797,0.32947449517936783,-0.02838369274948488,288.02027027027026
172000,1.3414521,9.9998295e-05,2.0,0.032958202,0.009221995,0.118041836,0.0036071904,0.024664726,0.0044343015,0.07303853,0.22169195,0.065544315,0.9333172,0.0,-0.03589415848900161,0.024740574390602274,0.2713003341550687,-0.035894158320709885,268.6216216216216
173000,1.3400764,9.999828e-05,2.0,0.041436143,0.008614062,0.10786669,0.0019374433,0.025123753,0.0045019942,0.072289035,0.21247363,0.064236715,0.93774676,0.0,0.04434652236107338,0.024463475228237386,0.270954212365761,0.044346520944983224,263.92857142857144
174000,1.3382355,9.999827e-05,2.0,0.032251727,0.008993244,0.10367056,0.0030600997,0.026142359,0.0045760996,0.07090806,0.19386676,0.060678937,0.94279873,0.0,-0.04500742199166411,0.026043583397994508,0.2594890927288306,-0.04500742223063404,277.16783216783216
175000,1.3376205,9.999824e-05,2.0,0.048747055,0.009412246,0.10201348,0.0023114702,0.02395504,0.004455728,0.0707818,0.18635468,0.06148109,0.9487387,0.0,0.039783423290782265,0.025995584644909895,0.30058069470448096,0.03978342194661274,283.76978417266184
176000,1.3363717,9.999824e-05,2.0,0.06174097,0.008874633,0.10501511,0.0022758266,0.022496536,0.004240733,0.07131716,0.18081382,0.05761672,0.9474763,0.0,0.12604354078844054,0.025505990802648607,0.2413086512026247,0.12604353996825762,287.94890510948903
177000,1.3351716,9.999822e-05,2.0,0.048028253,0.009021423,0.08621873,0.0017388817,0.02164176,0.004518554,0.06950924,0.17696811,0.055257134,0.948848,0.0,0.0955279418445043,0.02762140398747323,0.22688766685745632,0.09552794031223535,300.78625954198475
178000,1.3341409,9.999821e-05,2.0,0.07399013,0.008531977,0.09041074,0.0015004847,0.02618771,0.004428575,0.07098208,0.18956171,0.057173304,0.94547284,0.0,0.2185924253582871,0.025333635086791394,0.27879342958904935,0.21859242503673543,281.95522388059703
179000,1.3326178,9.999821e-05,2.0,0.074840784,0.008673652,0.09183971,0.0014144698,0.025613427,0.0046435227,0.069429934,0.17463116,0.054568302,0.9493657,0.0,0.1402379194345784,0.027717753534801236,0.2231596733782779,0.14023791862699128,291.42537313432837
180000,1.3317168,9.999821e-05,2.0,0.048875947,0.009121406,0.0922278,0.0026079782,0.024720484,0.0048493803,0.06943657,0.2079447,0.06436879,0.9431479,0.0,0.0009058142746559894,0.027051345459767617,0.28239311797232375,0.0009058128019086408,270.75
181000,1.3307712,9.999819e-05,2.0,0.04372974,0.009351598,0.09005846,0.0026278358,0.022248628,0.0050237435,0.06828127,0.19837877,0.057234872,0.941122,0.0,0.043907847805017164,0.028786990710239692,0.2281104027770264,0.043907846582101645,277.0
182000,1.3300078,9.999819e-05,2.0,0.07200396,0.0101866005,0.08704753,0.002440325,0.022599354,0.0052067395,0.069355965,0.20065463,0.061001636,0.93917614,0.0,0.12687171710944126,0.028356979320885548,0.23436198863198554,0.12687171908133268,272.7793103448276
183000,1.3296882,9.999819e-05,2.0,0.07258217,0.0108279865,0.087491594,0.0025785726,0.021197941,0.005284962,0.07014117,0.19501354,0.060731873,0.9443089,0.0,0.105531445326797,0.02970981285519277,0.2389531482083469,0.10553144609838427,270.7692307692308
184000,1.3294917,9.999818e-05,2.0,0.07717175,0.010471123,0.09142595,0.002466229,0.023010701,0.005169335,0.06960642,0.1858919,0.05741547,0.94730693,0.0,0.17690600146013546,0.028015212159228624,0.21990135283503362,0.17690600025703035,264.1007194244604
185000,1.328788,9.999818e-05,2.0,0.08123579,0.010296715,0.08190197,0.001765033,0.024497313,0.0051743966,0.067042924,0.18942593,0.05574194,0.94428605,0.0,0.190732698149743,0.029420647730609782,0.2521191744780917,0.19073269798384312,269.46478873239437
186000,1.3274007,9.999815e-05,2.0,0.09760052,0.00970741,0.09088267,0.0017912458,0.02150392,0.004843658,0.06936666,0.20333405,0.06192428,0.9409521,0.0,0.2947871171353553,0.028434657794100024,0.2664049423004326,0.2947871168325126,281.90277777777777
187000,1.3259656,9.999811e-05,2.0,0.085578695,0.008999184,0.08978708,0.0019472693,0.024126448,0.0049515306,0.06834869,0.19156915,0.058991764,0.94484496,0.0,0.2013646441635884,0.02723888867101203,0.23350170019329267,0.2013646416035036,264.4078947368421
188000,1.3243587,9.999811e-05,2.0,0.07296197,0.00993307,0.09111285,0.0019505022,0.024757799,0.0049909903,0.06651065,0.20165463,0.06454671,0.94476116,0.0,0.13486982073019524,0.027946924852273826,0.23564222216880829,0.13486981752949154,268.8
189000,1.3228685,9.9998084e-05,2.0,0.08117935,0.010094938,0.09028024,0.0022228344,0.021898251,0.004938047,0.06678191,0.20087945,0.0616343,0.94287264,0.0,0.11969085477425584,0.028462699576214487,0.27428112069296295,0.11969085254329155,280.3071428571429
190000,1.32265,9.9998084e-05,2.0,0.086496145,0.01003891,0.08595425,0.002091603,0.02514195,0.0048632077,0.065878086,0.17647034,0.054579638,0.9496358,0.0,0.2623955727948261,0.028510508389244307,0.22618755880723104,0.2623955722433353,280.71724137931034
191000,1.3207906,9.9998084e-05,2.0,0.10675436,0.009982891,0.0911511,0.0016673591,0.026076138,0.004793509,0.066085726,0.1919612,0.06325118,0.94850355,0.0,0.28175525136431384,0.02544349446376655,0.26743015208405313,0.28175524792522816,261.97452229299364
192000,1.3197842,9.9998084e-05,2.0,0.07580901,0.010284543,0.086163975,0.0026998762,0.023956927,0.0050672344,0.0658772,0.18926285,0.056907922,0.9472081,0.0,0.08570796057787053,0.026237270424803522,0.1920893222630094,0.08570796191474392,251.92307692307693
193000,1.3190241,9.999807e-05,2.0,0.06984391,0.010411635,0.083318844,0.0023388793,0.023895286,0.0051285997,0.06254625,0.17316404,0.054189373,0.95017546,0.0,0.1737509959994431,0.028738293411304613,0.23109316582883274,0.1737509974053058,277.61538461538464
194000,1.317667,9.999807e-05,2.0,0.076430514,0.010324246,0.0818186,0.001711319,0.025883403,0.0051809265,0.06365007,0.16933976,0.051345333,0.9508856,0.0,0.2033899642167432,0.030615505752841762,0.2151480832777335,0.20338996556383002,289.64925373134326
195000,1.3169094,9.999806e-05,2.0,0.09787279,0.011101893,0.078378424,0.0016866518,0.023775665,0.005003326,0.06424493,0.16970678,0.051952984,0.94926375,0.0,0.2827872328314904,0.028880520037859216,0.21299623720592833,0.28278723364959535,276.0
196000,1.3152841,9.9998055e-05,2.0,0.13247922,0.0105730025,0.0806085,0.0017705727,0.024577763,0.005167565,0.06526257,0.18530273,0.054944262,0.9471157,0.0,0.31650956221405535,0.028703769291525766,0.20989054227506124,0.3165095606041203,269.8838709677419
197000,1.313457,9.9998055e-05,2.0,0.14612006,0.010524884,0.07856231,0.0012505439,0.02351708,0.0049950355,0.06658615,0.18333903,0.057547204,0.94813824,0.0,0.3518911925847551,0.0266396209983356,0.24130829004587517,0.35189119269994007,258.2875816993464
198000,1.3119282,9.9998004e-05,2.0,0.14760414,0.01042423,0.08101212,0.0016723836,0.02556922,0.005025613,0.066612616,0.19095181,0.059155077,0.9461465,0.0,0.37562343089853245,0.0262596665001743,0.22471324487538774,0.37562343184679964,255.96153846153845
199000,1.3105572,9.9998e-05,2.0,0.116414525,0.010365794,0.079523616,0.0022797012,0.022469902,0.005264818,0.06619212,0.19417322,0.05831119,0.945404,0.0,0.27841795247123147,0.026480709816307305,0.22321430449450522,0.2784179538913798,249.0738255033557
200000,1.3094014,9.9998e-05,2.0,0.11791206,0.010308043,0.080978274,0.0018412066,0.022481129,0.00526998,0.06555485,0.19408321,0.057980955,0.9456023,0.0,0.2661825715489749,0.03012825146382421,0.20520064713683972,0.2661825710608009,278.38775510204084
