Steps,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Environment/Cumulative Reward,Environment/Episode Length
3039801,0.96668833,9.996963e-07,5.0,0.012659939,0.0020361869,-1.460533e-05,0.00014441085,0.02322831,0.0009914851,0.029420622,0.3170908,0.05804157,0.9707837,0.2604770664937253,0.07065932509613049,0.0,0.2604770611286285,3275.2083333333335
3040801,0.9666881,9.996959e-07,5.0,0.010416948,0.0020356148,-8.004192e-05,0.0001451277,0.023376193,0.0010236913,0.028963204,0.16468719,0.037613124,0.9810447,0.28626179358837794,0.07005226583493387,0.0,0.28626179516197275,3184.086956521739
3041801,0.9666934,9.996958e-07,5.0,0.0127439555,0.0021277075,-2.4419542e-05,0.00012973827,0.024637366,0.0010404229,0.030613733,0.117136635,0.030035919,0.9813772,0.5560418788183596,0.07767082616192056,0.0,0.556041881418535,3459.95
3042801,0.966686,9.996958e-07,5.0,0.012287133,0.0021527826,4.1187952e-05,9.14134e-05,0.023925958,0.0010745777,0.030634811,0.07827246,0.023747297,0.98699707,0.3846971119411054,0.06861053432195066,0.0,0.38469711097490455,3064.3636363636365
3043802,0.9666899,9.996957e-07,5.0,0.013410886,0.002117117,-1.0177972e-05,0.00013806418,0.023656942,0.001028673,0.02935393,0.0655227,0.018768568,0.98636544,0.35566535061202775,0.07181521006056019,0.0,0.35566534988372345,3200.5238095238096
3044801,0.96668285,9.996957e-07,5.0,0.0101507865,0.002260606,-1.4684249e-05,0.00017583369,0.026470408,0.0010685012,0.030175874,0.052381456,0.014820207,0.9892348,0.26723377950099436,0.06857673546549067,0.0,0.26723377301408974,3231.7096774193546
3045801,0.96668553,9.996957e-07,5.0,0.01672493,0.0023188347,-5.10759e-05,0.00019815669,0.025165446,0.0011040998,0.032037213,0.06133627,0.016733252,0.9916012,0.3695641189982416,0.07390348934102803,0.0,0.3695641145459132,3322.24
3046801,0.96668375,9.996957e-07,5.0,0.021128684,0.002409622,6.428467e-06,0.00012943293,0.023588141,0.0011795881,0.033442926,0.092716165,0.0162296,0.9770512,0.5418850004106671,0.07638755031752978,0.0,0.5418850040637289,3547.3793103448274
3047801,0.9666792,9.996954e-07,5.0,0.017697712,0.0023076744,-2.588248e-06,0.00013548406,0.022325274,0.0010469742,0.031670377,0.065914854,0.014493367,0.9837988,0.513298673625286,0.07660190100016605,0.0,0.5132986782425972,3485.214285714286
3048801,0.96667176,9.99695e-07,5.0,0.019570017,0.002266195,-1.2753922e-05,6.3880165e-05,0.024157584,0.0010895788,0.032062963,0.04756882,0.013672339,0.9905437,0.6684365274348621,0.07649076287787848,0.0,0.668436530232379,3432.7368421052633
3049801,0.9666704,9.99695e-07,5.0,0.014042201,0.0022109959,1.6007646e-06,0.0001675886,0.022427823,0.0010749637,0.03096788,0.049325082,0.013200628,0.9911069,0.3756729794196063,0.0682343198156256,0.0,0.37567298138631444,2900.4444444444443
3050801,0.96667665,9.99695e-07,5.0,0.0095481435,0.0021608393,4.3095934e-05,0.00011890003,0.02117449,0.0010035282,0.029369295,0.043211054,0.013282267,0.9913671,0.5482898439709566,0.07580508499005292,0.0,0.5482898406463662,3495.222222222222
3051801,0.96668774,9.99695e-07,5.0,0.016978383,0.0021813787,3.410333e-05,0.00014588074,0.021998484,0.0010991999,0.031757984,0.0545253,0.014834844,0.9907478,0.5952050157239783,0.0804508934799944,0.0,0.5952050218918187,3769.296296296296
3052802,0.966694,9.996947e-07,5.0,0.014905025,0.0022115519,8.3231714e-07,0.000107676366,0.023508536,0.0010939103,0.030454136,0.045957353,0.013741623,0.99081385,0.60168332548407,0.07134009839986295,0.0,0.6016833289919914,3157.25
3053801,0.96669483,9.996947e-07,5.0,0.014288237,0.002148649,-2.3852152e-05,0.000100566795,0.022139262,0.0010685578,0.031024307,0.030850258,0.008760915,0.99310964,0.34678655378101053,0.06804131075606325,0.0,0.34678655660235735,3112.0
3054801,0.966686,9.996946e-07,5.0,0.015982116,0.0020927915,3.9440033e-06,0.00012375487,0.025079422,0.0009936837,0.030631196,0.038093865,0.009006977,0.99527097,0.4141788029418898,0.07605536367156587,0.0,0.41417879362700916,3449.095238095238
3055801,0.96667594,9.996946e-07,5.0,0.01848049,0.0020919847,-1.2932806e-05,0.00014236555,0.024887199,0.001034348,0.030573718,0.03921362,0.010182488,0.9924886,0.5059862766206956,0.0766798951299279,0.0,0.5059862761483195,3466.769230769231
3056801,0.966677,9.996944e-07,5.0,0.022614818,0.002264585,-4.476552e-05,0.00012535529,0.024723742,0.0011241403,0.032204773,0.068440944,0.018695591,0.9895923,0.5671751914222327,0.08124383292092449,0.0,0.5671751895957415,3687.8823529411766
3057801,0.9666715,9.996944e-07,5.0,0.014400553,0.002187891,2.8138447e-05,9.465531e-05,0.02440516,0.0010570548,0.030748034,0.04739527,0.016207037,0.9904986,0.4494552020545598,0.07282276097976137,0.0,0.4494551970542943,3312.8
3058801,0.96667695,9.996942e-07,5.0,0.011796013,0.0021954495,3.407112e-05,0.00022045837,0.022669101,0.0010818145,0.031055048,0.044850398,0.011983246,0.99254483,0.13339986014690783,0.05841475919220576,0.0,0.13339986349900487,2476.521739130435
3059801,0.9666753,9.99694e-07,5.0,0.016006796,0.0022496611,-1.2246078e-05,0.00020937479,0.02319364,0.0011094315,0.032421418,0.036307566,0.0106187,0.9944941,0.3119136522623699,0.06905599603851442,0.0,0.3119136517838267,3037.222222222222
3060801,0.9666703,9.99694e-07,5.0,0.020460526,0.0023499858,-1.9989764e-05,4.5062246e-05,0.025020337,0.0011081182,0.03361816,0.046036344,0.011640426,0.9885116,0.5077351507978468,0.0742847845134141,0.0,0.5077351538964868,3270.4583333333335
3061802,0.96667033,9.996938e-07,5.0,0.018845614,0.002314411,-2.1956259e-05,0.00016779461,0.022703657,0.0011196771,0.03369098,0.042735793,0.010506034,0.9892324,0.44440524831770745,0.07030957510089918,0.0,0.4444052464084745,3173.1428571428573
3062801,0.96666676,9.996938e-07,5.0,0.021518439,0.0023173909,-1.278441e-06,8.132524e-05,0.023663852,0.0011385527,0.033760965,0.047954097,0.012315991,0.98865503,0.553838759264005,0.07616327902642003,0.0,0.5538387515900299,3375.7096774193546
3063801,0.9666732,9.996937e-07,5.0,0.019033205,0.0023445487,1.7262862e-05,0.00017915951,0.025598163,0.0011657095,0.034237385,0.03537554,0.009827222,0.99221694,0.4098876870482759,0.06505566695858234,0.0,0.4098876912668553,2811.3684210526317
3064801,0.96666384,9.996937e-07,5.0,0.017709846,0.0023134192,1.6135793e-05,0.00010405833,0.023714954,0.0011186926,0.032441407,0.039856285,0.009174288,0.9903798,0.38009844220492334,0.0700112305577412,0.0,0.38009844626352207,3128.6785714285716
3065801,0.9666603,9.996935e-07,5.0,0.020128943,0.0023770856,-4.3864213e-05,0.00017330724,0.023474928,0.00115915,0.033415493,0.039014038,0.00913983,0.9911192,0.3766993547369566,0.06828839971941696,0.0,0.3766993468776202,2965.464285714286
3066802,0.9666624,9.996932e-07,5.0,0.0065854336,0.0022501715,-8.127008e-05,0.00021356999,0.023543868,0.0010467249,0.031038439,0.04424759,0.009515017,0.9934044,0.14322697161896353,0.06189701210467085,0.0,0.14322697510263954,2629.3225806451615
3067801,0.9666623,9.99693e-07,5.0,0.017259117,0.0022526234,-9.2727474e-05,8.6616536e-05,0.023242986,0.0010888665,0.033657193,0.03870129,0.008781554,0.99080646,0.6104143997219493,0.0764433847223353,0.0,0.6104143985889441,3327.6190476190477
3068801,0.9666576,9.99693e-07,5.0,0.012471873,0.0022596072,-0.00020239237,0.00021977673,0.022168193,0.0010513994,0.03188084,0.037475593,0.009617794,0.9930857,0.12083945605956528,0.057549594898730336,0.0,0.12083946077059682,2454.190476190476
3069801,0.96665835,9.99693e-07,5.0,0.006411952,0.0021737467,-4.4957786e-05,0.00012969105,0.022379888,0.001039201,0.02986745,0.026047518,0.007879105,0.99577236,0.12997680937524608,0.065689882775097,0.0,0.12997680658470287,2868.1923076923076
3070801,0.966661,9.99693e-07,5.0,0.013726411,0.0021147772,2.5298772e-05,0.00020019297,0.024547236,0.0010113765,0.030126287,0.0293712,0.0067323213,0.9936557,0.6076417628289794,0.0782657273476406,0.0,0.607641759762772,3554.653846153846
3071802,0.9666548,9.996929e-07,5.0,0.019310443,0.0021354894,-1.2650342e-05,9.504726e-05,0.023440152,0.001070532,0.033044763,0.04591912,0.008228605,0.9933065,0.5469968154705528,0.07153274630974538,0.0,0.5469968228305788,3118.0
3072802,0.9666528,9.996928e-07,5.0,0.020625828,0.0023089857,-1.4125477e-05,0.0002791864,0.025132969,0.0011571752,0.03278201,0.10277772,0.02107827,0.9922247,0.5695451061890253,0.07243865594318777,0.0,0.5695451099670372,3223.0625
