Steps,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate
7046981,1.3373381,2.954226e-07,5.0,0.058974274,0.0025041506,-4.006738e-06,0.1761307915184393,0.001468875513726186,0.0,0.17613079832237563,74.03562945368171,0.0026315292,0.033781335,0.0014573702,0.010425199,0.1698736,0.04246527,0.9601779
7047980,1.3373376,2.9532262e-07,5.0,0.02167713,0.002495693,-1.1094269e-05,0.12267396832376107,0.002338994796802278,0.0,0.12267397472469384,84.33333333333333,0.0021178517,0.03432919,0.0013085387,0.008950374,0.1611217,0.03792602,0.9473547
7048980,1.337336,2.952227e-07,5.0,0.03610946,0.0025510374,-8.579281e-06,0.1622278713596398,0.00222603277822994,0.0,0.16222787854879392,82.782340862423,0.0023175771,0.033535104,0.0013239352,0.009448846,0.1380838,0.036267705,0.9628955
7049980,1.3373322,2.9512267e-07,5.0,0.05050186,0.002621536,-7.6143083e-06,0.1736930041753596,0.0022316750095093727,0.0,0.1736930100444212,78.06832298136646,0.002129769,0.030717084,0.0013527845,0.0095900195,0.13963646,0.039048187,0.96394897
7050980,1.337334,2.950227e-07,5.0,0.052357316,0.0026365847,-1.0870015e-05,0.1940075989482107,0.0023082929159023006,0.0,0.1940076065830949,82.93816631130063,0.0018410716,0.035853032,0.0013552061,0.009091671,0.15076192,0.041234445,0.96301365
7051980,1.3373344,2.949227e-07,5.0,0.034635436,0.0026664722,-8.949456e-06,0.15174921461769336,0.0023157600030293403,0.0,0.1517492203849896,81.79492600422833,0.0020491981,0.03363988,0.0013260371,0.008874405,0.13666593,0.039022025,0.9619467
7052981,1.3373357,2.9482268e-07,5.0,0.03856558,0.0026732092,-1.2127157e-05,0.1735819346967501,0.002382611068140187,0.0,0.17358194059858667,84.65732758620689,0.0015627855,0.03724155,0.0013425949,0.008884328,0.10735153,0.029585086,0.97138286
7053981,1.3373348,2.947226e-07,5.0,0.042274497,0.0026841236,-1.030001e-05,0.17131127539789304,0.002297172445227931,0.0,0.17131128268045262,84.62947368421052,0.0021270176,0.034044933,0.001311914,0.009992093,0.1510559,0.04513093,0.96407914
7054981,1.3373364,2.9462262e-07,5.0,0.04826081,0.0027139469,-1.2113227e-05,0.1976329244616129,0.0023406575113255577,0.0,0.19763293326873027,81.13871635610766,0.0014831969,0.0359182,0.0013543098,0.009405598,0.13946027,0.037547134,0.9625163
7055980,1.3373343,2.945227e-07,5.0,0.060162906,0.0027217006,-1.2507549e-05,0.18710952787366578,0.0022929636019199747,0.0,0.187109535441961,79.36344537815125,0.0019492648,0.03456162,0.0013822454,0.009554973,0.12972802,0.03549385,0.96844435
7056980,1.3373327,2.9442273e-07,5.0,0.03138892,0.0028391043,-1.3633962e-05,0.1354678841362441,0.002620141977313772,0.0,0.13546788998778733,83.80492813141684,0.0019276055,0.036065247,0.001419873,0.010295639,0.121080406,0.032671873,0.9724292
7057981,1.3373326,2.9432272e-07,5.0,0.05026023,0.0028252613,-1.0100217e-05,0.21121378775233443,0.002274222539997606,0.0,0.21121379338183802,80.05696202531645,0.0021594446,0.03675428,0.0014086838,0.010044857,0.13381194,0.03440316,0.96220195
7058981,1.3373357,2.9422267e-07,5.0,0.03407394,0.0027983377,-6.6858383e-06,0.1323978876699247,0.002391315571072002,0.0,0.13239789526941073,82.74423480083857,0.0022438285,0.03169692,0.0013660011,0.009588992,0.13553394,0.038883436,0.9648582
7059980,1.3373358,2.941227e-07,5.0,0.031269185,0.0026390313,-5.6721537e-06,0.2062688323189214,0.002039479490085715,0.0,0.20626883768702248,87.4075723830735,0.001301076,0.035219215,0.0011192686,0.008544918,0.12971419,0.037909158,0.9645425
7060981,1.3373355,2.9402278e-07,5.0,0.049080744,0.0026106094,1.7037893e-06,0.17515982248279252,0.0021563985107969754,0.0,0.17515982909586653,80.0935550935551,0.0020208259,0.03279806,0.0012846587,0.00913975,0.12928769,0.03629361,0.9650418
7061980,1.3373343,2.9392277e-07,5.0,0.057015754,0.0026385947,-2.5723634e-06,0.21242677363013182,0.0020715087614626474,0.0,0.2124267811277136,81.64948453608247,0.0016308739,0.036277186,0.0012450505,0.009500692,0.15414211,0.04132518,0.9653008
